user_id,demographic_group,internet_access_quality,device_type,network_latency,device_age,software_update_frequency,access_requests_per_day,security_outcome
user_845,Group A,Standard Home,Modern Personal,44,4,6,7,1
user_846,Group A,Public Wi-Fi,Shared/Public,221,81,12,4,1
user_847,Group B,Public Wi-Fi,Shared/Public,280,118,52,8,1
user_848,Group B,High-Speed Home,Shared/Public,26,105,38,4,1
user_849,Group A,Standard Home,Modern Personal,70,7,4,3,0
user_850,Group A,Standard Home,Modern Personal,78,16,5,7,1
user_851,Group A,Standard Home,Modern Personal,90,5,14,4,0
user_852,Group A,Standard Home,Modern Personal,75,8,10,3,0
user_853,Group B,Public Wi-Fi,Shared/Public,202,99,55,6,1
user_854,Group A,Standard Home,Modern Personal,73,14,10,4,0
user_855,Group A,High-Speed Home,Modern Personal,22,23,7,5,0
user_856,Group A,High-Speed Home,Modern Personal,38,4,7,6,0
user_857,Group B,Public Wi-Fi,Older Personal,159,52,22,3,1
user_858,Group B,Mobile Hotspot,Shared/Public,193,113,44,6,1
user_859,Group A,High-Speed Home,Modern Personal,41,19,7,7,0
user_860,Group B,Mobile Hotspot,Shared/Public,258,83,49,7,1
user_861,Group A,High-Speed Home,Older Personal,46,48,18,7,0
user_862,Group B,Mobile Hotspot,Shared/Public,161,66,58,10,1
user_863,Group A,High-Speed Home,Modern Personal,37,18,4,4,0
user_864,Group B,Mobile Hotspot,Older Personal,226,41,21,9,1
user_865,Group A,High-Speed Home,Modern Personal,32,22,7,5,0
user_866,Group B,Public Wi-Fi,Older Personal,223,46,25,5,1
user_867,Group A,High-Speed Home,Modern Personal,46,6,3,7,0
user_868,Group B,Public Wi-Fi,Older Personal,270,48,29,3,1
user_869,Group A,High-Speed Home,Modern Personal,44,4,4,4,0
user_870,Group A,Standard Home,Modern Personal,85,5,9,10,0
user_871,Group B,Mobile Hotspot,Older Personal,199,66,26,6,1
user_872,Group A,Standard Home,Modern Personal,67,14,7,10,0
user_873,Group A,High-Speed Home,Modern Personal,18,13,8,6,0
user_874,Group A,High-Speed Home,Modern Personal,10,1,12,4,0
user_875,Group A,High-Speed Home,Older Personal,35,35,12,3,0
user_876,Group A,Public Wi-Fi,Modern Personal,251,8,8,4,0
user_877,Group B,Public Wi-Fi,Older Personal,203,71,11,7,1
user_878,Group A,High-Speed Home,Modern Personal,41,17,8,5,0
user_879,Group A,High-Speed Home,Modern Personal,27,13,13,4,0
user_880,Group A,High-Speed Home,Modern Personal,30,22,8,6,1
user_881,Group B,Mobile Hotspot,Modern Personal,119,22,11,2,1
user_882,Group A,High-Speed Home,Modern Personal,53,20,13,8,0
user_883,Group A,High-Speed Home,Modern Personal,21,19,10,5,0
user_884,Group A,Standard Home,Modern Personal,104,11,6,5,1
user_885,Group A,High-Speed Home,Older Personal,20,44,18,2,0
user_886,Group A,Standard Home,Older Personal,84,67,23,2,1
user_887,Group A,Standard Home,Modern Personal,85,11,1,7,0
user_888,Group A,High-Speed Home,Modern Personal,21,23,8,2,0
user_889,Group A,High-Speed Home,Older Personal,46,33,18,7,0
user_890,Group A,Standard Home,Modern Personal,62,11,4,4,0
user_891,Group A,Standard Home,Modern Personal,23,8,5,7,0
user_892,Group B,Public Wi-Fi,Older Personal,272,32,22,14,1
user_893,Group B,Public Wi-Fi,Older Personal,155,33,17,6,1
user_894,Group A,High-Speed Home,Modern Personal,28,18,6,4,0
user_895,Group A,High-Speed Home,Older Personal,29,31,21,6,0
user_896,Group A,High-Speed Home,Modern Personal,28,9,3,5,0
user_897,Group B,Public Wi-Fi,Older Personal,159,69,24,8,1
user_898,Group A,High-Speed Home,Older Personal,32,48,22,4,1
user_899,Group A,Public Wi-Fi,Modern Personal,149,16,3,4,1
user_900,Group A,High-Speed Home,Shared/Public,28,103,60,2,1
user_901,Group A,Standard Home,Older Personal,44,57,20,6,1
user_902,Group A,Standard Home,Modern Personal,61,15,5,3,0
user_903,Group A,High-Speed Home,Older Personal,32,36,37,4,1
user_904,Group A,High-Speed Home,Older Personal,27,40,6,4,0
user_905,Group A,High-Speed Home,Modern Personal,35,19,2,4,0
user_906,Group A,Standard Home,Older Personal,92,39,24,8,0
user_907,Group B,Mobile Hotspot,Shared/Public,135,78,53,3,1
user_908,Group A,High-Speed Home,Older Personal,43,29,6,2,0
user_909,Group A,Standard Home,Modern Personal,42,8,6,5,0
user_910,Group A,Public Wi-Fi,Modern Personal,170,6,4,6,1
user_911,Group B,Public Wi-Fi,Shared/Public,285,113,55,16,1
user_912,Group A,High-Speed Home,Older Personal,37,29,24,2,0
user_913,Group B,Standard Home,Shared/Public,67,114,58,14,1
user_914,Group A,High-Speed Home,Modern Personal,41,6,3,5,0
user_915,Group B,Mobile Hotspot,Shared/Public,200,74,61,11,1
user_916,Group B,Mobile Hotspot,Shared/Public,170,116,50,2,1
user_917,Group A,Public Wi-Fi,Older Personal,462,30,13,3,1
user_918,Group B,Mobile Hotspot,Older Personal,143,33,19,6,1
user_919,Group A,High-Speed Home,Modern Personal,47,5,9,4,0
user_920,Group B,Mobile Hotspot,Shared/Public,130,72,62,8,1
user_921,Group B,Public Wi-Fi,Older Personal,236,45,22,5,1
user_922,Group A,Standard Home,Modern Personal,63,4,1,2,0
user_923,Group A,Standard Home,Shared/Public,68,69,36,3,1
user_924,Group B,Public Wi-Fi,Shared/Public,249,115,28,3,1
user_925,Group A,Standard Home,Modern Personal,74,10,7,7,0
user_926,Group B,Public Wi-Fi,Older Personal,269,52,9,4,1
user_927,Group B,Public Wi-Fi,Older Personal,234,45,13,6,1
user_928,Group A,Standard Home,Modern Personal,97,1,6,2,0
user_929,Group B,Public Wi-Fi,Shared/Public,176,84,8,8,1
user_930,Group A,High-Speed Home,Modern Personal,55,10,1,4,0
user_931,Group A,Standard Home,Older Personal,49,55,23,7,1
user_932,Group A,High-Speed Home,Older Personal,33,27,33,6,1
user_933,Group A,Standard Home,Modern Personal,62,16,4,6,0
user_934,Group A,Standard Home,Modern Personal,92,8,9,8,0
user_935,Group A,High-Speed Home,Modern Personal,40,16,8,3,0
user_936,Group A,Standard Home,Shared/Public,72,76,50,7,1
user_937,Group A,High-Speed Home,Modern Personal,19,15,1,1,0
user_938,Group A,Standard Home,Modern Personal,103,5,4,5,1
user_939,Group A,Standard Home,Older Personal,73,34,14,9,0
user_940,Group A,Standard Home,Older Personal,80,60,27,4,1
user_941,Group B,Public Wi-Fi,Shared/Public,308,116,36,4,1
user_942,Group A,Standard Home,Modern Personal,76,18,9,5,0
user_943,Group A,High-Speed Home,Modern Personal,23,15,7,7,0
user_944,Group A,Standard Home,Older Personal,56,36,17,4,0
user_945,Group A,High-Speed Home,Modern Personal,18,22,8,4,0
user_946,Group A,High-Speed Home,Modern Personal,13,20,8,11,1
user_947,Group A,High-Speed Home,Modern Personal,13,16,10,5,0
user_948,Group A,High-Speed Home,Modern Personal,17,20,7,2,0
user_949,Group A,Standard Home,Modern Personal,112,15,5,2,1
user_950,Group A,High-Speed Home,Modern Personal,24,5,6,3,0
user_951,Group A,High-Speed Home,Modern Personal,38,8,6,3,0
user_952,Group A,Public Wi-Fi,Modern Personal,242,5,5,6,1
user_953,Group A,High-Speed Home,Modern Personal,33,18,7,10,0
user_954,Group B,Public Wi-Fi,Older Personal,261,26,30,9,1
user_955,Group A,High-Speed Home,Modern Personal,19,1,7,4,0
user_956,Group B,Public Wi-Fi,Older Personal,332,25,26,7,1
user_957,Group B,Mobile Hotspot,Older Personal,97,56,18,10,1
user_958,Group B,Public Wi-Fi,Shared/Public,223,83,47,6,1
user_959,Group B,Public Wi-Fi,Shared/Public,221,72,50,9,1
user_960,Group A,Mobile Hotspot,Modern Personal,181,10,10,7,1
user_961,Group A,High-Speed Home,Modern Personal,23,11,5,5,0
user_962,Group A,Standard Home,Older Personal,42,66,10,4,1
user_963,Group B,Public Wi-Fi,Older Personal,321,51,22,6,1
user_964,Group A,High-Speed Home,Modern Personal,18,9,3,4,0
user_965,Group A,Standard Home,Modern Personal,78,11,9,3,0
user_966,Group A,High-Speed Home,Modern Personal,30,14,6,5,0
user_967,Group B,Mobile Hotspot,Older Personal,75,45,26,6,0
user_968,Group A,Standard Home,Older Personal,47,24,29,3,0
user_969,Group A,High-Speed Home,Modern Personal,33,23,1,4,0
user_970,Group A,Standard Home,Older Personal,53,57,26,2,1
user_971,Group A,High-Speed Home,Modern Personal,33,1,1,5,0
user_972,Group B,Public Wi-Fi,Shared/Public,318,77,59,11,1
user_973,Group A,Standard Home,Modern Personal,76,2,10,7,0
user_974,Group B,Public Wi-Fi,Older Personal,218,67,18,10,1
user_975,Group A,High-Speed Home,Older Personal,45,31,19,5,0
user_976,Group A,High-Speed Home,Modern Personal,30,11,8,7,0
user_977,Group B,Mobile Hotspot,Older Personal,227,36,24,10,1
user_978,Group A,High-Speed Home,Modern Personal,27,1,4,14,1
user_979,Group B,Mobile Hotspot,Older Personal,109,44,17,8,1
user_980,Group A,High-Speed Home,Older Personal,36,50,22,4,1
user_981,Group A,High-Speed Home,Modern Personal,20,20,6,4,0
user_982,Group B,Mobile Hotspot,Shared/Public,185,68,40,6,1
user_983,Group A,High-Speed Home,Modern Personal,47,2,5,7,0
user_984,Group A,Standard Home,Modern Personal,67,7,6,3,0
user_985,Group A,Mobile Hotspot,Modern Personal,110,6,6,13,1
user_986,Group A,Standard Home,Older Personal,85,54,19,7,1
user_987,Group A,Standard Home,Modern Personal,108,1,10,3,1
user_988,Group B,Public Wi-Fi,Shared/Public,254,71,30,10,1
user_989,Group A,Standard Home,Modern Personal,76,11,6,3,0
user_990,Group A,High-Speed Home,Modern Personal,31,18,8,4,0
user_991,Group A,Standard Home,Modern Personal,87,23,4,5,0
user_992,Group A,Public Wi-Fi,Modern Personal,297,15,11,9,1
user_993,Group A,High-Speed Home,Modern Personal,31,14,13,3,0
user_994,Group B,Mobile Hotspot,Shared/Public,182,87,27,8,1
user_995,Group A,High-Speed Home,Modern Personal,34,18,7,4,0
user_996,Group A,Standard Home,Modern Personal,67,11,1,3,1
user_997,Group B,High-Speed Home,Older Personal,37,70,10,3,1
user_998,Group A,High-Speed Home,Older Personal,38,29,17,3,0
user_999,Group B,Public Wi-Fi,Older Personal,114,52,21,9,1
user_1000,Group A,Standard Home,Modern Personal,72,15,2,9,0
user_1001,Group A,Standard Home,Shared/Public,67,102,26,8,1
user_1002,Group A,High-Speed Home,Modern Personal,37,21,9,7,0
user_1003,Group A,Standard Home,Modern Personal,82,17,8,5,0
user_1004,Group A,High-Speed Home,Modern Personal,12,8,5,5,0
user_1005,Group B,Public Wi-Fi,Older Personal,237,26,16,7,1
user_1006,Group A,High-Speed Home,Modern Personal,30,6,8,4,0
user_1007,Group A,High-Speed Home,Modern Personal,39,1,6,2,0
user_1008,Group B,Public Wi-Fi,Older Personal,299,25,14,4,1
user_1009,Group A,High-Speed Home,Modern Personal,27,7,7,3,0
user_1010,Group A,High-Speed Home,Modern Personal,18,22,6,2,0
user_1011,Group B,Public Wi-Fi,Older Personal,200,62,32,5,1
user_1012,Group A,High-Speed Home,Modern Personal,22,23,6,2,0
user_1013,Group A,High-Speed Home,Older Personal,38,37,24,4,0
user_1014,Group B,Public Wi-Fi,Shared/Public,346,82,35,8,1
user_1015,Group B,Public Wi-Fi,Shared/Public,199,118,42,4,1
user_1016,Group B,Mobile Hotspot,Older Personal,119,66,18,3,1
user_1017,Group B,Public Wi-Fi,Shared/Public,282,82,19,7,1
user_1018,Group A,High-Speed Home,Modern Personal,20,1,5,3,0
user_1019,Group A,Mobile Hotspot,Modern Personal,186,12,8,4,1
user_1020,Group A,High-Speed Home,Modern Personal,42,4,5,7,0
user_1021,Group A,High-Speed Home,Modern Personal,22,18,9,2,0
user_1022,Group A,High-Speed Home,Modern Personal,47,18,9,3,0
user_1023,Group B,Mobile Hotspot,Older Personal,195,65,14,8,0
user_1024,Group B,Mobile Hotspot,Shared/Public,184,91,63,8,1
user_1025,Group A,High-Speed Home,Shared/Public,12,98,56,4,1
user_1026,Group A,High-Speed Home,Modern Personal,14,8,3,1,0
user_1027,Group B,Mobile Hotspot,Shared/Public,94,118,30,7,1
user_1028,Group B,Public Wi-Fi,Shared/Public,228,110,61,7,1
user_1029,Group B,Public Wi-Fi,Shared/Public,172,84,13,6,1
user_1030,Group B,Mobile Hotspot,Older Personal,82,63,26,11,1
user_1031,Group A,High-Speed Home,Modern Personal,57,9,4,4,0
user_1032,Group A,High-Speed Home,Modern Personal,38,13,7,1,0
user_1033,Group A,Standard Home,Modern Personal,87,2,4,8,0
user_1034,Group A,Standard Home,Modern Personal,73,20,15,4,0
user_1035,Group A,High-Speed Home,Modern Personal,20,23,7,4,0
user_1036,Group B,Public Wi-Fi,Shared/Public,125,94,22,7,1
user_1037,Group B,Mobile Hotspot,Shared/Public,171,116,41,6,1
user_1038,Group A,Standard Home,Modern Personal,54,1,11,7,0
user_1039,Group A,High-Speed Home,Modern Personal,40,1,9,2,0
user_1040,Group A,Standard Home,Older Personal,88,56,31,7,1
user_1041,Group A,High-Speed Home,Modern Personal,34,2,4,9,0
user_1042,Group A,Public Wi-Fi,Older Personal,332,53,26,3,1
user_1043,Group A,High-Speed Home,Older Personal,35,61,23,3,1
user_1044,Group A,High-Speed Home,Modern Personal,41,23,7,7,0
user_1045,Group A,Mobile Hotspot,Shared/Public,59,82,35,6,1
user_1046,Group B,Mobile Hotspot,Shared/Public,139,83,48,10,1
user_1047,Group A,High-Speed Home,Older Personal,18,28,22,3,0
user_1048,Group A,Public Wi-Fi,Modern Personal,235,2,11,4,1
user_1049,Group A,Standard Home,Older Personal,37,62,27,4,1
user_1050,Group B,Public Wi-Fi,Shared/Public,282,79,45,4,1
user_1051,Group A,High-Speed Home,Modern Personal,24,1,13,4,0
user_1052,Group B,Mobile Hotspot,Older Personal,182,31,25,13,1
user_1053,Group A,High-Speed Home,Older Personal,6,44,12,8,0
user_1054,Group A,Standard Home,Modern Personal,38,17,5,8,0
user_1055,Group A,Standard Home,Modern Personal,77,9,4,6,0
user_1056,Group A,High-Speed Home,Modern Personal,20,4,3,5,0
user_1057,Group A,High-Speed Home,Modern Personal,33,5,5,9,0
user_1058,Group A,Mobile Hotspot,Modern Personal,149,23,7,8,1
user_1059,Group B,Public Wi-Fi,Older Personal,216,60,11,9,1
user_1060,Group B,Public Wi-Fi,Shared/Public,330,71,73,9,1
user_1061,Group A,High-Speed Home,Modern Personal,22,1,5,8,0
user_1062,Group A,High-Speed Home,Modern Personal,31,16,15,4,0
user_1063,Group A,High-Speed Home,Modern Personal,14,2,5,2,0
user_1064,Group A,High-Speed Home,Modern Personal,35,13,6,2,0
user_1065,Group B,Public Wi-Fi,Older Personal,284,62,22,4,1
user_1066,Group A,Standard Home,Modern Personal,55,6,12,4,0
user_1067,Group B,Public Wi-Fi,Shared/Public,326,114,41,3,1
user_1068,Group A,Standard Home,Modern Personal,93,15,5,3,0
user_1069,Group B,Public Wi-Fi,Shared/Public,398,61,53,3,1
user_1070,Group A,High-Speed Home,Modern Personal,19,12,9,2,0
user_1071,Group A,High-Speed Home,Modern Personal,18,16,5,4,0
user_1072,Group A,High-Speed Home,Modern Personal,44,23,6,1,0
user_1073,Group B,Mobile Hotspot,Shared/Public,28,81,57,10,1
user_1074,Group B,Mobile Hotspot,Shared/Public,130,78,24,4,1
user_1075,Group A,High-Speed Home,Modern Personal,36,23,10,8,1
user_1076,Group B,Public Wi-Fi,Shared/Public,302,87,52,6,1
user_1077,Group B,Public Wi-Fi,Older Personal,257,47,8,7,1
user_1078,Group A,High-Speed Home,Modern Personal,33,2,7,7,0
user_1079,Group B,Mobile Hotspot,Older Personal,104,57,14,3,1
user_1080,Group A,Mobile Hotspot,Modern Personal,139,3,10,5,1
user_1081,Group A,High-Speed Home,Older Personal,24,57,9,5,0
user_1082,Group A,High-Speed Home,Shared/Public,25,98,41,3,1
user_1083,Group A,High-Speed Home,Modern Personal,36,12,1,4,1
user_1084,Group B,Mobile Hotspot,Older Personal,235,36,27,9,1
user_1085,Group B,Public Wi-Fi,Shared/Public,233,60,47,7,1
user_1086,Group A,High-Speed Home,Modern Personal,35,11,8,3,0
user_1087,Group B,Mobile Hotspot,Older Personal,148,68,13,9,1
user_1088,Group A,High-Speed Home,Modern Personal,16,2,8,2,0
user_1089,Group B,Mobile Hotspot,Shared/Public,128,68,52,4,1
user_1090,Group A,Standard Home,Older Personal,51,25,32,2,1
user_1091,Group A,High-Speed Home,Shared/Public,26,107,31,6,1
user_1092,Group B,Mobile Hotspot,Shared/Public,151,73,41,13,1
user_1093,Group A,High-Speed Home,Modern Personal,19,9,6,4,0
user_1094,Group A,High-Speed Home,Modern Personal,21,18,4,7,0
user_1095,Group B,Mobile Hotspot,Older Personal,169,68,19,4,0
user_1096,Group A,Standard Home,Shared/Public,57,64,42,8,1
user_1097,Group A,Standard Home,Shared/Public,89,112,51,5,1
user_1098,Group A,High-Speed Home,Shared/Public,33,111,56,3,1
user_1099,Group A,Standard Home,Modern Personal,31,10,5,6,0
user_1100,Group B,Mobile Hotspot,Older Personal,143,41,8,7,1
user_1101,Group B,Mobile Hotspot,Shared/Public,66,62,27,3,1
user_1102,Group A,High-Speed Home,Modern Personal,20,10,6,2,0
user_1103,Group A,Standard Home,Modern Personal,64,8,7,5,0
user_1104,Group A,High-Speed Home,Shared/Public,25,66,51,9,1
user_1105,Group B,Public Wi-Fi,Older Personal,302,29,30,4,1
user_1106,Group A,Standard Home,Modern Personal,85,8,9,6,0
user_1107,Group B,Mobile Hotspot,Shared/Public,169,81,41,9,1
user_1108,Group B,Mobile Hotspot,Older Personal,183,28,12,7,1
user_1109,Group A,High-Speed Home,Modern Personal,39,11,9,8,0
user_1110,Group A,High-Speed Home,Modern Personal,5,14,1,4,0
user_1111,Group A,High-Speed Home,Shared/Public,52,99,35,6,1
user_1112,Group A,High-Speed Home,Modern Personal,37,8,9,5,0
user_1113,Group A,High-Speed Home,Modern Personal,36,13,7,8,0
user_1114,Group A,High-Speed Home,Modern Personal,35,20,9,4,0
user_1115,Group B,Mobile Hotspot,Shared/Public,125,74,51,5,1
user_1116,Group A,Standard Home,Modern Personal,90,1,8,4,0
user_1117,Group A,High-Speed Home,Modern Personal,38,7,8,4,1
user_1118,Group A,High-Speed Home,Older Personal,19,66,20,5,1
user_1119,Group B,Public Wi-Fi,Shared/Public,250,95,28,7,1
user_1120,Group A,High-Speed Home,Modern Personal,27,10,4,5,0
user_1121,Group A,Standard Home,Older Personal,89,69,20,7,1
user_1122,Group A,High-Speed Home,Older Personal,19,51,14,5,1
user_1123,Group A,Standard Home,Older Personal,44,48,35,6,1
user_1124,Group A,Standard Home,Modern Personal,63,7,4,11,1
user_1125,Group B,Public Wi-Fi,Shared/Public,240,60,35,6,1
user_1126,Group A,High-Speed Home,Older Personal,35,62,14,3,1
user_1127,Group A,High-Speed Home,Modern Personal,29,7,5,4,0
user_1128,Group A,Standard Home,Modern Personal,66,6,9,6,0
user_1129,Group A,Standard Home,Modern Personal,57,6,10,5,0
user_1130,Group A,High-Speed Home,Older Personal,31,64,28,6,1
user_1131,Group A,Public Wi-Fi,Older Personal,371,60,33,9,1
user_1132,Group B,Public Wi-Fi,Older Personal,284,34,19,5,1
user_1133,Group A,Standard Home,Older Personal,52,68,10,9,1
user_1134,Group A,Standard Home,Older Personal,62,46,30,6,0
user_1135,Group A,High-Speed Home,Modern Personal,39,4,8,3,0
user_1136,Group A,High-Speed Home,Modern Personal,34,8,4,6,0
user_1137,Group A,Mobile Hotspot,Older Personal,217,29,20,7,1
user_1138,Group A,Standard Home,Older Personal,89,25,15,6,0
user_1139,Group B,Public Wi-Fi,Shared/Public,250,101,35,8,1
user_1140,Group B,Mobile Hotspot,Older Personal,177,43,18,7,1
user_1141,Group A,High-Speed Home,Modern Personal,34,20,12,5,0
user_1142,Group B,Mobile Hotspot,Shared/Public,187,79,40,5,1
user_1143,Group B,Public Wi-Fi,Shared/Public,163,95,31,4,1
user_1144,Group B,Mobile Hotspot,Older Personal,155,29,12,7,1
user_1145,Group B,Mobile Hotspot,Shared/Public,143,106,71,4,1
user_1146,Group A,High-Speed Home,Older Personal,15,53,17,5,1
user_1147,Group B,Public Wi-Fi,Older Personal,268,39,20,9,1
user_1148,Group A,Standard Home,Modern Personal,69,4,11,3,0
user_1149,Group A,High-Speed Home,Modern Personal,40,17,7,5,0
user_1150,Group B,Public Wi-Fi,Shared/Public,315,111,66,3,1
user_1151,Group B,Mobile Hotspot,Older Personal,126,30,14,10,0
user_1152,Group A,High-Speed Home,Older Personal,27,39,8,3,0
user_1153,Group B,Public Wi-Fi,Shared/Public,196,92,49,11,1
user_1154,Group A,Standard Home,Modern Personal,78,1,8,3,0
user_1155,Group A,Standard Home,Modern Personal,72,13,9,6,0
user_1156,Group A,Standard Home,Older Personal,58,25,18,7,0
user_1157,Group A,Public Wi-Fi,Older Personal,290,51,22,4,1
user_1158,Group A,High-Speed Home,Modern Personal,30,3,11,4,0
user_1159,Group A,High-Speed Home,Older Personal,28,39,32,7,1
user_1160,Group A,Mobile Hotspot,Older Personal,164,30,28,8,1
user_1161,Group A,Standard Home,Older Personal,57,28,31,7,1
user_1162,Group A,Standard Home,Modern Personal,62,20,6,3,0
user_1163,Group B,Public Wi-Fi,Shared/Public,227,63,36,6,1
user_1164,Group A,High-Speed Home,Modern Personal,25,18,4,3,0
user_1165,Group A,High-Speed Home,Older Personal,33,39,36,5,1
user_1166,Group A,High-Speed Home,Older Personal,41,36,17,3,0
user_1167,Group A,High-Speed Home,Modern Personal,35,16,6,6,0
user_1168,Group B,Public Wi-Fi,Older Personal,269,55,21,5,1
user_1169,Group B,Mobile Hotspot,Shared/Public,86,86,42,5,1
user_1170,Group A,High-Speed Home,Modern Personal,27,19,7,5,0
user_1171,Group A,Standard Home,Older Personal,51,54,30,3,1
user_1172,Group A,High-Speed Home,Modern Personal,32,16,6,2,0
user_1173,Group B,Mobile Hotspot,Shared/Public,238,104,48,6,1
user_1174,Group A,High-Speed Home,Modern Personal,26,5,8,4,1
user_1175,Group A,High-Speed Home,Modern Personal,5,12,8,2,1
user_1176,Group A,High-Speed Home,Older Personal,29,42,20,5,1
user_1177,Group A,High-Speed Home,Older Personal,33,58,16,5,1
user_1178,Group B,Mobile Hotspot,Older Personal,136,51,27,7,1
user_1179,Group A,High-Speed Home,Older Personal,24,48,24,2,0
user_1180,Group A,Mobile Hotspot,Modern Personal,74,8,4,4,0
user_1181,Group A,High-Speed Home,Older Personal,27,58,28,5,1
user_1182,Group A,High-Speed Home,Modern Personal,35,1,3,5,0
user_1183,Group A,High-Speed Home,Older Personal,39,27,24,6,0
user_1184,Group A,Mobile Hotspot,Modern Personal,150,19,10,4,1
user_1185,Group A,High-Speed Home,Older Personal,36,62,20,3,1
user_1186,Group A,High-Speed Home,Modern Personal,33,9,5,6,0
user_1187,Group A,High-Speed Home,Modern Personal,31,5,9,9,0
user_1188,Group A,High-Speed Home,Older Personal,27,69,17,5,1
user_1189,Group B,Public Wi-Fi,Shared/Public,364,67,43,5,1
user_1190,Group A,Standard Home,Older Personal,43,71,15,7,1
user_1191,Group A,Mobile Hotspot,Modern Personal,145,2,4,5,1
user_1192,Group B,Mobile Hotspot,Shared/Public,155,85,40,12,1
user_1193,Group B,Public Wi-Fi,Shared/Public,352,83,27,4,1
user_1194,Group A,High-Speed Home,Modern Personal,31,7,8,6,0
user_1195,Group A,Standard Home,Modern Personal,79,18,11,10,0
user_1196,Group B,Public Wi-Fi,Older Personal,200,40,9,4,1
user_1197,Group B,Public Wi-Fi,Shared/Public,289,104,59,9,1
user_1198,Group A,Standard Home,Older Personal,67,57,24,4,0
user_1199,Group A,Standard Home,Older Personal,77,50,19,7,1
user_1200,Group B,Mobile Hotspot,Shared/Public,170,85,56,4,0
user_1201,Group A,Mobile Hotspot,Modern Personal,108,13,1,6,1
user_1202,Group A,Standard Home,Modern Personal,102,1,6,8,1
user_1203,Group A,Standard Home,Modern Personal,58,8,3,3,0
user_1204,Group A,High-Speed Home,Modern Personal,33,22,8,7,0
user_1205,Group B,Mobile Hotspot,Shared/Public,177,112,50,4,1
user_1206,Group B,Public Wi-Fi,Older Personal,351,31,8,2,1
user_1207,Group B,Public Wi-Fi,Shared/Public,79,67,53,9,1
user_1208,Group A,High-Speed Home,Modern Personal,27,19,8,3,0
user_1209,Group B,Public Wi-Fi,Older Personal,166,66,18,4,1
user_1210,Group A,High-Speed Home,Modern Personal,42,3,4,6,0
user_1211,Group B,Public Wi-Fi,Shared/Public,290,94,38,6,1
user_1212,Group B,Mobile Hotspot,Shared/Public,62,82,45,7,1
user_1213,Group A,Standard Home,Modern Personal,42,16,11,3,0
user_1214,Group A,Standard Home,Modern Personal,59,7,9,2,0
user_1215,Group B,Public Wi-Fi,Shared/Public,252,70,53,5,1
user_1216,Group A,Mobile Hotspot,Modern Personal,209,17,5,7,1
user_1217,Group A,High-Speed Home,Older Personal,11,59,24,2,1
user_1218,Group B,Mobile Hotspot,Older Personal,65,71,22,6,1
user_1219,Group A,High-Speed Home,Modern Personal,22,4,5,6,0
user_1220,Group A,High-Speed Home,Modern Personal,25,1,8,3,0
user_1221,Group B,Standard Home,Shared/Public,87,109,62,4,1
user_1222,Group A,Standard Home,Modern Personal,79,15,11,5,0
user_1223,Group B,Mobile Hotspot,Older Personal,154,34,22,9,1
user_1224,Group B,Mobile Hotspot,Older Personal,180,54,22,6,1
user_1225,Group A,High-Speed Home,Older Personal,39,45,22,3,0
user_1226,Group A,Mobile Hotspot,Modern Personal,189,21,11,6,1
user_1227,Group A,High-Speed Home,Modern Personal,37,23,8,3,0
user_1228,Group B,Public Wi-Fi,Shared/Public,173,110,43,7,1
user_1229,Group B,Public Wi-Fi,Shared/Public,300,104,40,7,1
user_1230,Group A,Standard Home,Modern Personal,91,1,6,3,0
user_1231,Group A,High-Speed Home,Older Personal,37,69,12,5,1
user_1232,Group A,High-Speed Home,Older Personal,35,26,12,5,0
user_1233,Group A,High-Speed Home,Modern Personal,25,17,10,4,0
user_1234,Group A,High-Speed Home,Modern Personal,38,19,11,4,0
user_1235,Group B,Mobile Hotspot,Shared/Public,170,62,26,9,1
user_1236,Group A,High-Speed Home,Modern Personal,21,13,9,6,0
user_1237,Group A,High-Speed Home,Modern Personal,25,19,7,4,0
user_1238,Group B,Mobile Hotspot,Shared/Public,70,99,55,7,1
user_1239,Group A,Standard Home,Modern Personal,28,7,10,4,0
user_1240,Group A,Standard Home,Modern Personal,63,18,10,9,0
user_1241,Group A,High-Speed Home,Modern Personal,22,11,7,2,0
user_1242,Group A,High-Speed Home,Modern Personal,30,17,5,2,0
user_1243,Group B,Public Wi-Fi,Older Personal,174,35,45,13,0
user_1244,Group A,Standard Home,Modern Personal,65,23,8,5,0
user_1245,Group A,High-Speed Home,Modern Personal,5,15,10,7,0
user_1246,Group A,High-Speed Home,Older Personal,38,48,6,6,0
user_1247,Group B,Public Wi-Fi,Shared/Public,204,112,40,4,1
user_1248,Group B,Public Wi-Fi,Shared/Public,284,103,47,6,1
user_1249,Group A,Standard Home,Modern Personal,58,17,8,3,0
user_1250,Group A,High-Speed Home,Modern Personal,24,2,7,8,0
user_1251,Group A,High-Speed Home,Modern Personal,17,13,10,4,0
user_1252,Group B,Public Wi-Fi,Older Personal,215,27,27,5,1
user_1253,Group A,High-Speed Home,Shared/Public,16,108,42,4,1
user_1254,Group A,Mobile Hotspot,Modern Personal,153,18,1,4,1
user_1255,Group A,High-Speed Home,Modern Personal,26,17,9,5,0
user_1256,Group A,High-Speed Home,Modern Personal,29,23,5,10,0
user_1257,Group B,Mobile Hotspot,Older Personal,202,31,15,3,1
user_1258,Group A,Public Wi-Fi,Modern Personal,183,18,7,8,1
